WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.62,1001,tropicana,31322.61
1992-07-09,True,2.02,1001,tropicana,34053.42
1992-07-16,True,2.32,1001,tropicana,31497.05000000001
1992-07-23,True,2.4,1001,tropicana,32654.52
1992-07-30,True,2.63,1001,tropicana,31322.61
1992-08-06,True,2.0,1001,tropicana,30120.22
1992-08-13,True,2.31,1001,tropicana,31497.05000000001
1992-08-20,True,2.08,1001,tropicana,29513.62
1992-08-27,True,2.44,1001,tropicana,43188.0
1992-09-03,True,2.58,1001,tropicana,23264.820000000003
1992-09-10,True,2.55,1001,tropicana,41182.12
1992-09-17,True,2.22,1001,tropicana,36684.895000000004
1992-09-24,True,2.3,1001,tropicana,21530.88
1992-10-01,True,2.64,1001,tropicana,36983.92
