WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.0,1007,dominicks,25302.0
1992-07-09,True,2.34,1007,dominicks,35900.32
1992-07-16,True,2.29,1007,dominicks,35900.32
1992-07-23,True,2.14,1007,dominicks,30682.65
1992-07-30,True,2.55,1007,dominicks,42982.17
1992-08-06,True,2.16,1007,dominicks,36911.89
1992-08-13,True,2.28,1007,dominicks,33980.8
1992-08-20,True,2.35,1007,dominicks,46236.25
1992-08-27,True,2.5,1007,dominicks,46236.25
1992-09-03,True,2.09,1007,dominicks,32230.24
1992-09-10,True,2.35,1007,dominicks,43024.78
1992-09-17,True,1.95,1007,dominicks,21683.79
1992-09-24,True,2.54,1007,dominicks,43024.78
1992-10-01,True,2.28,1007,dominicks,48865.25
