WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,1.92,1012,minute_maid,30952.32
1992-07-09,True,2.08,1012,minute_maid,32860.8
1992-07-16,True,2.49,1012,minute_maid,35760.66
1992-07-23,True,1.97,1012,minute_maid,33261.48
1992-07-30,True,2.05,1012,minute_maid,29752.80000000001
1992-08-06,True,2.27,1012,minute_maid,29244.4
1992-08-13,True,2.33,1012,minute_maid,39263.07
1992-08-20,True,2.62,1012,minute_maid,30591.6
1992-08-27,True,2.46,1012,minute_maid,30333.35
1992-09-03,True,2.43,1012,minute_maid,37584.81000000001
1992-09-10,True,2.19,1012,minute_maid,29017.3
1992-09-17,True,2.69,1012,minute_maid,47566.05
1992-09-24,True,2.64,1012,minute_maid,41395.65
1992-10-01,True,1.91,1012,minute_maid,28638.54
