WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.64,1000,dominicks,34848.0
1992-07-09,True,2.06,1000,dominicks,37452.86
1992-07-16,True,2.53,1000,dominicks,25608.24
1992-07-23,True,2.02,1000,dominicks,32009.25
1992-07-30,True,2.17,1000,dominicks,38734.5
1992-08-06,True,2.38,1000,dominicks,45665.73
1992-08-13,True,2.11,1000,dominicks,20194.81
1992-08-20,True,2.35,1000,dominicks,24949.95
1992-08-27,True,2.6,1000,dominicks,42967.5
1992-09-03,True,2.45,1000,dominicks,36933.57
1992-09-10,True,2.29,1000,dominicks,25830.33
1992-09-17,True,1.92,1000,dominicks,33025.2
1992-09-24,True,2.45,1000,dominicks,30992.500000000004
1992-10-01,True,1.93,1000,dominicks,33025.2
