WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.67,1014,dominicks,25471.64
1992-07-09,True,2.59,1014,dominicks,48547.2
1992-07-16,True,2.44,1014,dominicks,41394.73
1992-07-23,True,2.04,1014,dominicks,23990.54
1992-07-30,True,2.35,1014,dominicks,24551.08
1992-08-06,True,2.36,1014,dominicks,24551.08
1992-08-13,True,2.4,1014,dominicks,32127.92
1992-08-20,True,1.98,1014,dominicks,23334.3
1992-08-27,True,2.08,1014,dominicks,29866.72
1992-09-03,True,2.04,1014,dominicks,35873.18
1992-09-10,True,2.67,1014,dominicks,25471.64
1992-09-17,True,2.49,1014,dominicks,24939.590000000004
1992-09-24,True,2.53,1014,dominicks,28723.09
1992-10-01,True,2.26,1014,dominicks,39059.58
