WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.66,1028,dominicks,44823.66
1992-07-09,True,1.95,1028,dominicks,34767.02
1992-07-16,True,2.07,1028,dominicks,28046.43
1992-07-23,True,2.39,1028,dominicks,38147.89
1992-07-30,True,2.18,1028,dominicks,32305.42
1992-08-06,True,2.61,1028,dominicks,46633.6
1992-08-13,True,2.5,1028,dominicks,33222.08
1992-08-20,True,2.08,1028,dominicks,25282.4
1992-08-27,True,2.13,1028,dominicks,21895.47
1992-09-03,True,2.19,1028,dominicks,35311.56
1992-09-10,True,2.03,1028,dominicks,26203.24
1992-09-17,True,2.59,1028,dominicks,24042.97
1992-09-24,True,2.09,1028,dominicks,33228.91
1992-10-01,True,2.35,1028,dominicks,38735.05
