WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.09,1030,minute_maid,25734.68
1992-07-09,True,2.22,1030,minute_maid,39755.76
1992-07-16,True,2.33,1030,minute_maid,45747.22
1992-07-23,True,2.56,1030,minute_maid,36362.93
1992-07-30,True,2.19,1030,minute_maid,25734.68
1992-08-06,True,2.03,1030,minute_maid,21876.84
1992-08-13,True,2.43,1030,minute_maid,47861.28000000001
1992-08-20,True,2.26,1030,minute_maid,22743.13
1992-08-27,True,2.2,1030,minute_maid,22743.13
1992-09-03,True,2.61,1030,minute_maid,51604.92
1992-09-10,True,2.4,1030,minute_maid,29209.2
1992-09-17,True,2.2,1030,minute_maid,40088.4
1992-09-24,True,2.65,1030,minute_maid,35534.4
1992-10-01,True,2.14,1030,minute_maid,33631.83
