WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.01,1015,dominicks,29082.0
1992-07-09,True,2.62,1015,dominicks,35881.86
1992-07-16,True,2.3,1015,dominicks,46797.9
1992-07-23,True,1.9,1015,dominicks,31534.3
1992-07-30,True,2.01,1015,dominicks,24573.12000000001
1992-08-06,True,1.94,1015,dominicks,20131.16
1992-08-13,True,2.67,1015,dominicks,51533.67
1992-08-20,True,1.92,1015,dominicks,36326.29
1992-08-27,True,2.44,1015,dominicks,32776.10000000001
1992-09-03,True,2.1,1015,dominicks,27611.38
1992-09-10,True,2.42,1015,dominicks,32776.10000000001
1992-09-17,True,2.06,1015,dominicks,27611.38
1992-09-24,True,2.6,1015,dominicks,37933.74
1992-10-01,True,2.37,1015,dominicks,31465.98
