WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.26,1016,minute_maid,37091.25
1992-07-09,True,1.93,1016,minute_maid,20654.9
1992-07-16,True,2.07,1016,minute_maid,24042.4
1992-07-23,True,2.54,1016,minute_maid,33591.5
1992-07-30,True,1.97,1016,minute_maid,24185.69
1992-08-06,True,2.38,1016,minute_maid,30576.16
1992-08-13,True,1.93,1016,minute_maid,19697.28
1992-08-20,True,2.29,1016,minute_maid,28945.5
1992-08-27,True,2.22,1016,minute_maid,38764.09
1992-09-03,True,2.23,1016,minute_maid,32198.22
1992-09-10,True,2.56,1016,minute_maid,42438.42
1992-09-17,True,2.02,1016,minute_maid,21215.55
1992-09-24,True,2.64,1016,minute_maid,32678.1
1992-10-01,True,2.48,1016,minute_maid,40303.98
