WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.2,1011,dominicks,42022.2
1992-07-09,True,2.16,1011,dominicks,24492.3
1992-07-16,True,1.95,1011,dominicks,28756.65
1992-07-23,True,2.19,1011,dominicks,24492.3
1992-07-30,True,2.67,1011,dominicks,31750.07
1992-08-06,True,2.56,1011,dominicks,31396.94
1992-08-13,True,2.24,1011,dominicks,25692.80000000001
1992-08-20,True,2.22,1011,dominicks,43925.96
1992-08-27,True,1.91,1011,dominicks,19565.2
1992-09-03,True,2.01,1011,dominicks,37595.6
1992-09-10,True,2.3,1011,dominicks,30975.02
1992-09-17,True,2.35,1011,dominicks,24804.25
1992-09-24,True,2.62,1011,dominicks,48228.94
1992-10-01,True,1.94,1011,dominicks,37853.09
