WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,1.94,1027,minute_maid,23583.36
1992-07-09,True,2.52,1027,minute_maid,31658.76
1992-07-16,True,2.44,1027,minute_maid,23245.88
1992-07-23,True,2.44,1027,minute_maid,23245.88
1992-07-30,True,2.56,1027,minute_maid,45224.96
1992-08-06,True,2.57,1027,minute_maid,44401.89
1992-08-13,True,2.54,1027,minute_maid,31658.76
1992-08-20,True,2.0,1027,minute_maid,23992.0
1992-08-27,True,2.44,1027,minute_maid,23245.88
1992-09-03,True,2.47,1027,minute_maid,22575.44
1992-09-10,True,2.54,1027,minute_maid,25856.6
1992-09-17,True,2.55,1027,minute_maid,45224.96
1992-09-24,True,2.3,1027,minute_maid,23814.320000000003
1992-10-01,True,2.12,1027,minute_maid,31782.12
