WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.37,1031,tropicana,27182.48
1992-07-09,True,2.69,1031,tropicana,25527.0
1992-07-16,True,2.22,1031,tropicana,37005.75
1992-07-23,True,2.61,1031,tropicana,31535.34
1992-07-30,True,2.01,1031,tropicana,25876.0
1992-08-06,True,2.03,1031,tropicana,26406.24
1992-08-13,True,2.24,1031,tropicana,37005.75
1992-08-20,True,2.33,1031,tropicana,43005.35999999999
1992-08-27,True,1.99,1031,tropicana,21714.88
1992-09-03,True,2.0,1031,tropicana,25876.0
1992-09-10,True,2.29,1031,tropicana,28290.86
1992-09-17,True,2.62,1031,tropicana,34154.32
1992-09-24,True,2.68,1031,tropicana,25527.0
1992-10-01,True,2.6,1031,tropicana,49170.29
