WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.57,1017,dominicks,24830.33
1992-07-09,True,2.04,1017,dominicks,23025.6
1992-07-16,True,2.49,1017,dominicks,36744.48
1992-07-23,True,2.05,1017,dominicks,23025.6
1992-07-30,True,2.07,1017,dominicks,23025.6
1992-08-06,True,2.31,1017,dominicks,45815.88
1992-08-13,True,2.3,1017,dominicks,36643.91
1992-08-20,True,2.37,1017,dominicks,26505.16
1992-08-27,True,2.48,1017,dominicks,28981.26
1992-09-03,True,2.02,1017,dominicks,34582.4
1992-09-10,True,2.27,1017,dominicks,32798.25
1992-09-17,True,2.05,1017,dominicks,28314.34
1992-09-24,True,2.0,1017,dominicks,28314.34
1992-10-01,True,2.38,1017,dominicks,22123.2
