WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.21,1000,tropicana,35419.254173345274
1992-07-09,True,2.65,1000,tropicana,42590.59944440075
1992-07-16,True,2.08,1000,tropicana,33734.23552616691
1992-07-23,True,2.06,1000,tropicana,30569.023062132055
1992-07-30,True,2.27,1000,tropicana,39552.3275980541
1992-08-06,True,2.48,1000,tropicana,39624.223041600606
1992-08-13,True,2.22,1000,tropicana,39166.410001666045
1992-08-20,True,2.24,1000,tropicana,37271.025461254125
1992-08-27,True,2.19,1000,tropicana,29886.184582144957
1992-09-03,True,2.62,1000,tropicana,37298.97750304549
1992-09-10,True,1.91,1000,tropicana,31154.849969072337
1992-09-17,True,2.33,1000,tropicana,32127.57485392052
1992-09-24,True,2.65,1000,tropicana,35144.60005451082
1992-10-01,True,2.18,1000,tropicana,29591.886440537943
