WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.27,1029,dominicks,22011.12
1992-07-09,True,2.41,1029,dominicks,41824.04
1992-07-16,True,2.33,1029,dominicks,22011.12
1992-07-23,True,1.97,1029,dominicks,30444.48
1992-07-30,True,2.42,1029,dominicks,36542.34
1992-08-06,True,1.95,1029,dominicks,30444.48
1992-08-13,True,2.53,1029,dominicks,43951.16
1992-08-20,True,2.13,1029,dominicks,31741.26
1992-08-27,True,2.06,1029,dominicks,31542.72
1992-09-03,True,2.23,1029,dominicks,21408.96
1992-09-10,True,2.38,1029,dominicks,27611.04
1992-09-17,True,1.9,1029,dominicks,28096.1
1992-09-24,True,1.97,1029,dominicks,27165.49
1992-10-01,True,2.63,1029,dominicks,29494.08
