WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.5,1011,tropicana,45759.81
1992-07-09,True,2.05,1011,tropicana,33548.91
1992-07-16,True,2.49,1011,tropicana,26629.070000000003
1992-07-23,True,1.91,1011,tropicana,22408.22
1992-07-30,True,2.51,1011,tropicana,26629.070000000003
1992-08-06,True,2.35,1011,tropicana,23784.08
1992-08-13,True,2.09,1011,tropicana,22480.04
1992-08-20,True,2.17,1011,tropicana,39752.19
1992-08-27,True,2.57,1011,tropicana,42235.38
1992-09-03,True,2.12,1011,tropicana,36438.21
1992-09-10,True,2.63,1011,tropicana,29661.66
1992-09-17,True,2.0,1011,tropicana,31310.72
1992-09-24,True,2.31,1011,tropicana,26774.04
1992-10-01,True,2.17,1011,tropicana,26961.12000000001
