WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.24,1009,tropicana,21935.91
1992-07-09,True,1.98,1009,tropicana,18067.28
1992-07-16,True,2.63,1009,tropicana,32476.23
1992-07-23,True,2.62,1009,tropicana,32910.4
1992-07-30,True,2.1,1009,tropicana,25689.25
1992-08-06,True,2.02,1009,tropicana,38647.46
1992-08-13,True,2.33,1009,tropicana,28041.55
1992-08-20,True,2.33,1009,tropicana,28041.55
1992-08-27,True,2.18,1009,tropicana,21204.86
1992-09-03,True,2.15,1009,tropicana,22178.96000000001
1992-09-10,True,2.67,1009,tropicana,37569.55
1992-09-17,True,2.33,1009,tropicana,28041.55
1992-09-24,True,2.23,1009,tropicana,21935.91
1992-10-01,True,2.64,1009,tropicana,39442.48
