WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.29,1021,minute_maid,43599.76
1992-07-09,True,2.63,1021,minute_maid,27835.6
1992-07-16,True,2.43,1021,minute_maid,29927.28
1992-07-23,True,2.31,1021,minute_maid,35868.0
1992-07-30,True,2.08,1021,minute_maid,25651.44
1992-08-06,True,2.21,1021,minute_maid,33389.79
1992-08-13,True,2.39,1021,minute_maid,42719.95
1992-08-20,True,2.06,1021,minute_maid,25366.480000000003
1992-08-27,True,2.47,1021,minute_maid,47347.43
1992-09-03,True,2.47,1021,minute_maid,47347.43
1992-09-10,True,2.09,1021,minute_maid,25366.480000000003
1992-09-17,True,2.55,1021,minute_maid,49375.48
1992-09-24,True,2.67,1021,minute_maid,28673.13
1992-10-01,True,2.31,1021,minute_maid,44839.9
