WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.14,1009,minute_maid,42048.60000000001
1992-07-09,True,1.94,1009,minute_maid,20263.07
1992-07-16,True,2.58,1009,minute_maid,26886.18
1992-07-23,True,2.6,1009,minute_maid,30502.56
1992-07-30,True,2.52,1009,minute_maid,34391.7
1992-08-06,True,2.05,1009,minute_maid,38471.68
1992-08-13,True,2.05,1009,minute_maid,38471.68
1992-08-20,True,2.04,1009,minute_maid,38471.68
1992-08-27,True,2.57,1009,minute_maid,49269.57
1992-09-03,True,2.49,1009,minute_maid,34391.7
1992-09-10,True,2.59,1009,minute_maid,49269.57
1992-09-17,True,2.31,1009,minute_maid,34439.399999999994
1992-09-24,True,1.93,1009,minute_maid,20263.07
1992-10-01,True,2.15,1009,minute_maid,29396.99
