WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.04,1003,dominicks,29648.15
1992-07-09,True,2.29,1003,dominicks,32884.4
1992-07-16,True,2.01,1003,dominicks,29648.15
1992-07-23,True,2.06,1003,dominicks,19608.16
1992-07-30,True,2.1,1003,dominicks,23186.1
1992-08-06,True,2.53,1003,dominicks,36091.44
1992-08-13,True,1.99,1003,dominicks,19938.37
1992-08-20,True,2.24,1003,dominicks,28575.22
1992-08-27,True,2.36,1003,dominicks,25108.56
1992-09-03,True,1.94,1003,dominicks,31329.1
1992-09-10,True,2.16,1003,dominicks,39349.0
1992-09-17,True,2.67,1003,dominicks,46319.16
1992-09-24,True,2.29,1003,dominicks,42308.5
1992-10-01,True,1.99,1003,dominicks,36221.74
