WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.16,1008,dominicks,39411.13
1992-07-09,True,2.25,1008,dominicks,43492.8
1992-07-16,True,2.64,1008,dominicks,40825.49
1992-07-23,True,1.97,1008,dominicks,32767.28
1992-07-30,True,2.5,1008,dominicks,31044.0
1992-08-06,True,2.15,1008,dominicks,38877.84
1992-08-13,True,1.92,1008,dominicks,36443.03
1992-08-20,True,2.59,1008,dominicks,50549.03
1992-08-27,True,2.05,1008,dominicks,18892.8
1992-09-03,True,2.57,1008,dominicks,23184.39000000001
1992-09-10,True,2.61,1008,dominicks,50549.03
1992-09-17,True,2.21,1008,dominicks,24533.72
1992-09-24,True,2.26,1008,dominicks,28950.6
1992-10-01,True,2.38,1008,dominicks,38283.02
