WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.64,1002,tropicana,36933.6
1992-07-09,True,2.31,1002,tropicana,40022.41
1992-07-16,True,2.67,1002,tropicana,34462.12
1992-07-23,True,2.46,1002,tropicana,44625.78000000001
1992-07-30,True,2.41,1002,tropicana,40810.88
1992-08-06,True,2.06,1002,tropicana,36200.32
1992-08-13,True,2.09,1002,tropicana,36200.32
1992-08-20,True,1.96,1002,tropicana,22884.96
1992-08-27,True,2.19,1002,tropicana,25027.92
1992-09-03,True,2.23,1002,tropicana,21429.660000000003
1992-09-10,True,1.97,1002,tropicana,22884.96
1992-09-17,True,2.01,1002,tropicana,29313.84
1992-09-24,True,2.1,1002,tropicana,36825.3
1992-10-01,True,2.46,1002,tropicana,50395.65
