WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.49,1017,tropicana,30486.78
1992-07-09,True,2.58,1017,tropicana,31880.53
1992-07-16,True,2.32,1017,tropicana,42534.88
1992-07-23,True,2.61,1017,tropicana,42638.5
1992-07-30,True,2.14,1017,tropicana,39763.34
1992-08-06,True,2.25,1017,tropicana,34774.13
1992-08-13,True,2.48,1017,tropicana,28778.49
1992-08-20,True,1.97,1017,tropicana,31303.8
1992-08-27,True,2.32,1017,tropicana,42326.08
1992-09-03,True,2.16,1017,tropicana,38980.4
1992-09-10,True,2.11,1017,tropicana,30987.6
1992-09-17,True,2.11,1017,tropicana,30987.6
1992-09-24,True,2.46,1017,tropicana,44822.54
1992-10-01,True,1.9,1017,tropicana,28842.0
