WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.43,1032,tropicana,43419.64
1992-07-09,True,2.34,1032,tropicana,33940.770000000004
1992-07-16,True,2.66,1032,tropicana,41623.08
1992-07-23,True,2.37,1032,tropicana,26271.52
1992-07-30,True,2.22,1032,tropicana,36708.7
1992-08-06,True,2.11,1032,tropicana,20433.93
1992-08-13,True,2.24,1032,tropicana,39984.75
1992-08-20,True,1.91,1032,tropicana,18602.0
1992-08-27,True,2.56,1032,tropicana,50462.72
1992-09-03,True,2.61,1032,tropicana,47989.61
1992-09-10,True,2.1,1032,tropicana,27060.75
1992-09-17,True,1.96,1032,tropicana,28114.36
1992-09-24,True,2.51,1032,tropicana,23915.0
1992-10-01,True,2.43,1032,tropicana,37748.7
