WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.02,1014,tropicana,18176.43
1992-07-09,True,2.46,1014,tropicana,49742.73
1992-07-16,True,2.27,1014,tropicana,42890.22
1992-07-23,True,2.46,1014,tropicana,49742.73
1992-07-30,True,2.06,1014,tropicana,25999.26
1992-08-06,True,2.35,1014,tropicana,36921.9
1992-08-13,True,2.51,1014,tropicana,44485.56
1992-08-20,True,2.34,1014,tropicana,29097.44
1992-08-27,True,2.67,1014,tropicana,41758.8
1992-09-03,True,2.67,1014,tropicana,41758.8
1992-09-10,True,1.96,1014,tropicana,40244.4
1992-09-17,True,2.29,1014,tropicana,31473.76
1992-09-24,True,2.18,1014,tropicana,24386.4
1992-10-01,True,1.92,1014,tropicana,19709.85
