WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.24,1023,tropicana,24742.24
1992-07-09,True,2.52,1023,tropicana,35013.18
1992-07-16,True,2.48,1023,tropicana,35013.18
1992-07-23,True,1.99,1023,tropicana,30174.88
1992-07-30,True,2.6,1023,tropicana,43816.68
1992-08-06,True,2.27,1023,tropicana,38426.2
1992-08-13,True,2.23,1023,tropicana,38426.2
1992-08-20,True,2.27,1023,tropicana,38426.2
1992-08-27,True,2.34,1023,tropicana,26720.46
1992-09-03,True,1.95,1023,tropicana,30174.88
1992-09-10,True,2.19,1023,tropicana,40388.86
1992-09-17,True,2.55,1023,tropicana,34281.5
1992-09-24,True,2.58,1023,tropicana,24489.53
1992-10-01,True,2.42,1023,tropicana,34281.5
