WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.64,1000,minute_maid,35134.94696299671
1992-07-09,True,2.64,1000,minute_maid,34864.383819845054
1992-07-16,True,2.42,1000,minute_maid,36575.313172430986
1992-07-23,True,2.57,1000,minute_maid,36880.9489348625
1992-07-30,True,2.34,1000,minute_maid,34164.01896480402
1992-08-06,True,1.95,1000,minute_maid,29733.83180967946
1992-08-13,True,2.04,1000,minute_maid,33335.00883070294
1992-08-20,True,2.3,1000,minute_maid,28615.15549212529
1992-08-27,True,2.56,1000,minute_maid,45895.17707411734
1992-09-03,True,2.25,1000,minute_maid,38932.56081664621
1992-09-10,True,2.33,1000,minute_maid,37410.831438202826
1992-09-17,True,2.36,1000,minute_maid,39544.69955393469
1992-09-24,True,1.99,1000,minute_maid,26725.232356501772
1992-10-01,True,2.03,1000,minute_maid,27525.74097172987
