WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.62,1016,tropicana,50445.43
1992-07-09,True,2.24,1016,tropicana,41451.75
1992-07-16,True,2.31,1016,tropicana,43880.76
1992-07-23,True,2.62,1016,tropicana,47713.46
1992-07-30,True,2.06,1016,tropicana,22834.24
1992-08-06,True,2.44,1016,tropicana,40558.96
1992-08-13,True,2.12,1016,tropicana,27749.52
1992-08-20,True,2.54,1016,tropicana,50457.1
1992-08-27,True,2.18,1016,tropicana,20908.38
1992-09-03,True,2.16,1016,tropicana,27749.52
1992-09-10,True,2.23,1016,tropicana,20908.38
1992-09-17,True,2.45,1016,tropicana,32383.68
1992-09-24,True,2.41,1016,tropicana,26669.25
1992-10-01,True,1.95,1016,tropicana,20793.29
