WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,1.9,1012,dominicks,30222.72
1992-07-09,True,1.99,1012,dominicks,38401.35
1992-07-16,True,2.66,1012,dominicks,33553.240000000005
1992-07-23,True,2.4,1012,dominicks,22524.54
1992-07-30,True,2.13,1012,dominicks,27439.61
1992-08-06,True,1.94,1012,dominicks,19420.41
1992-08-13,True,2.28,1012,dominicks,43150.140000000014
1992-08-20,True,2.62,1012,dominicks,23628.33
1992-08-27,True,2.45,1012,dominicks,26347.30000000001
1992-09-03,True,2.19,1012,dominicks,43150.140000000014
1992-09-10,True,2.01,1012,dominicks,31552.29
1992-09-17,True,2.6,1012,dominicks,45260.8
1992-09-24,True,2.24,1012,dominicks,41952.95
1992-10-01,True,2.3,1012,dominicks,23901.6
