WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.39,1020,dominicks,42246.97
1992-07-09,True,2.62,1020,dominicks,47587.06000000001
1992-07-16,True,2.19,1020,dominicks,28847.25
1992-07-23,True,2.68,1020,dominicks,31372.04
1992-07-30,True,2.08,1020,dominicks,27550.78
1992-08-06,True,2.6,1020,dominicks,33924.8
1992-08-13,True,2.2,1020,dominicks,24741.85
1992-08-20,True,2.27,1020,dominicks,38328.75
1992-08-27,True,1.91,1020,dominicks,20855.29
1992-09-03,True,2.0,1020,dominicks,26001.34
1992-09-10,True,2.2,1020,dominicks,35081.98
1992-09-17,True,2.55,1020,dominicks,34010.5
1992-09-24,True,2.18,1020,dominicks,35081.98
1992-10-01,True,2.11,1020,dominicks,40938.56000000001
