WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.03,1008,tropicana,27892.92
1992-07-09,True,2.23,1008,tropicana,36838.62
1992-07-16,True,2.52,1008,tropicana,44488.08
1992-07-23,True,2.42,1008,tropicana,26905.52
1992-07-30,True,2.3,1008,tropicana,36838.62
1992-08-06,True,2.39,1008,tropicana,23148.0
1992-08-13,True,2.08,1008,tropicana,23434.32
1992-08-20,True,1.9,1008,tropicana,26224.92
1992-08-27,True,2.18,1008,tropicana,35458.560000000005
1992-09-03,True,2.29,1008,tropicana,26715.63
1992-09-10,True,2.13,1008,tropicana,33651.200000000004
1992-09-17,True,2.37,1008,tropicana,33651.200000000004
1992-09-24,True,2.38,1008,tropicana,31120.19
1992-10-01,True,2.29,1008,tropicana,22389.82
