WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,1.94,1027,dominicks,27863.04
1992-07-09,True,2.69,1027,dominicks,39338.56
1992-07-16,True,2.34,1027,dominicks,38759.76
1992-07-23,True,2.03,1027,dominicks,28862.0
1992-07-30,True,2.35,1027,dominicks,38759.76
1992-08-06,True,2.04,1027,dominicks,22042.80000000001
1992-08-13,True,2.51,1027,dominicks,48094.10999999999
1992-08-20,True,2.2,1027,dominicks,30973.44
1992-08-27,True,2.36,1027,dominicks,24127.95
1992-09-03,True,2.35,1027,dominicks,24127.95
1992-09-10,True,2.13,1027,dominicks,30760.56
1992-09-17,True,2.08,1027,dominicks,30760.56
1992-09-24,True,2.61,1027,dominicks,42281.56000000001
1992-10-01,True,2.61,1027,dominicks,42281.56000000001
