WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.05,1021,tropicana,37824.55
1992-07-09,True,1.92,1021,tropicana,18091.82
1992-07-16,True,2.19,1021,tropicana,31128.44
1992-07-23,True,2.43,1021,tropicana,32164.22
1992-07-30,True,2.56,1021,tropicana,30565.5
1992-08-06,True,2.22,1021,tropicana,29966.28
1992-08-13,True,2.64,1021,tropicana,26793.36
1992-08-20,True,2.52,1021,tropicana,26137.44
1992-08-27,True,2.44,1021,tropicana,42297.4
1992-09-03,True,1.95,1021,tropicana,38341.38
1992-09-10,True,2.56,1021,tropicana,25295.36
1992-09-17,True,2.46,1021,tropicana,25068.4
1992-09-24,True,1.95,1021,tropicana,43240.89
1992-10-01,True,2.51,1021,tropicana,26137.44
