WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.53,1013,minute_maid,47189.56
1992-07-09,True,1.95,1013,minute_maid,21713.25
1992-07-16,True,1.94,1013,minute_maid,30809.14
1992-07-23,True,2.49,1013,minute_maid,29949.72
1992-07-30,True,2.51,1013,minute_maid,29949.72
1992-08-06,True,2.0,1013,minute_maid,27486.36
1992-08-13,True,2.51,1013,minute_maid,29949.72
1992-08-20,True,2.16,1013,minute_maid,32874.240000000005
1992-08-27,True,2.61,1013,minute_maid,39402.6
1992-09-03,True,2.18,1013,minute_maid,32874.240000000005
1992-09-10,True,2.5,1013,minute_maid,37177.5
1992-09-17,True,2.07,1013,minute_maid,32493.72
1992-09-24,True,2.63,1013,minute_maid,34232.92
1992-10-01,True,2.55,1013,minute_maid,27098.85
