WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.54,1002,minute_maid,24864.84
1992-07-09,True,2.4,1002,minute_maid,33285.53
1992-07-16,True,2.44,1002,minute_maid,33285.53
1992-07-23,True,2.19,1002,minute_maid,33917.1
1992-07-30,True,2.6,1002,minute_maid,50313.34
1992-08-06,True,2.26,1002,minute_maid,20628.160000000003
1992-08-13,True,2.29,1002,minute_maid,39824.76
1992-08-20,True,2.63,1002,minute_maid,27138.97
1992-08-27,True,2.09,1002,minute_maid,39078.54
1992-09-03,True,2.17,1002,minute_maid,29323.80000000001
1992-09-10,True,2.01,1002,minute_maid,20786.67
1992-09-17,True,2.65,1002,minute_maid,27138.97
1992-09-24,True,2.35,1002,minute_maid,30606.4
1992-10-01,True,2.34,1002,minute_maid,30606.4
