WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.66,1027,tropicana,36936.76
1992-07-09,True,2.09,1027,tropicana,23021.35
1992-07-16,True,2.64,1027,tropicana,41435.4
1992-07-23,True,2.21,1027,tropicana,30091.36
1992-07-30,True,2.27,1027,tropicana,30805.08
1992-08-06,True,2.13,1027,tropicana,20454.39
1992-08-13,True,2.09,1027,tropicana,23021.35
1992-08-20,True,2.32,1027,tropicana,33931.68
1992-08-27,True,2.25,1027,tropicana,35609.55
1992-09-03,True,2.06,1027,tropicana,20183.84
1992-09-10,True,2.22,1027,tropicana,44246.7
1992-09-17,True,2.55,1027,tropicana,23401.35
1992-09-24,True,1.92,1027,tropicana,21654.72
1992-10-01,True,2.36,1027,tropicana,40377.28
