WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.24,1024,dominicks,24338.22
1992-07-09,True,2.67,1024,dominicks,49144.02
1992-07-16,True,2.69,1024,dominicks,41092.44
1992-07-23,True,2.42,1024,dominicks,23292.65
1992-07-30,True,2.51,1024,dominicks,31962.7
1992-08-06,True,2.1,1024,dominicks,19343.1
1992-08-13,True,2.12,1024,dominicks,34991.04
1992-08-20,True,2.63,1024,dominicks,51902.4
1992-08-27,True,2.56,1024,dominicks,37614.2
1992-09-03,True,2.34,1024,dominicks,38088.18
1992-09-10,True,2.09,1024,dominicks,35910.0
1992-09-17,True,2.14,1024,dominicks,42483.28
1992-09-24,True,2.59,1024,dominicks,37614.2
1992-10-01,True,2.21,1024,dominicks,39989.4
