WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.48,1014,minute_maid,46603.96000000001
1992-07-09,True,2.44,1014,minute_maid,46603.96000000001
1992-07-16,True,2.54,1014,minute_maid,28505.51
1992-07-23,True,1.91,1014,minute_maid,33686.67
1992-07-30,True,2.59,1014,minute_maid,44175.04
1992-08-06,True,2.42,1014,minute_maid,31428.54
1992-08-13,True,2.19,1014,minute_maid,40641.74000000001
1992-08-20,True,2.44,1014,minute_maid,46603.96000000001
1992-08-27,True,1.95,1014,minute_maid,28046.85
1992-09-03,True,2.43,1014,minute_maid,42757.4
1992-09-10,True,2.37,1014,minute_maid,43395.68
1992-09-17,True,2.54,1014,minute_maid,28505.51
1992-09-24,True,2.26,1014,minute_maid,43613.48
1992-10-01,True,2.68,1014,minute_maid,39997.61
