WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.42,1007,tropicana,23287.36
1992-07-09,True,2.17,1007,tropicana,33018.72
1992-07-16,True,2.06,1007,tropicana,24991.55
1992-07-23,True,2.49,1007,tropicana,34052.88
1992-07-30,True,1.9,1007,tropicana,26520.2
1992-08-06,True,2.63,1007,tropicana,42224.16
1992-08-13,True,2.49,1007,tropicana,34052.88
1992-08-20,True,1.99,1007,tropicana,32804.64
1992-08-27,True,2.48,1007,tropicana,48145.0
1992-09-03,True,1.93,1007,tropicana,18604.8
1992-09-10,True,2.05,1007,tropicana,35717.149999999994
1992-09-17,True,2.21,1007,tropicana,32993.09
1992-09-24,True,2.19,1007,tropicana,31875.13
1992-10-01,True,2.64,1007,tropicana,35500.08
