WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.05,1007,minute_maid,29437.4
1992-07-09,True,1.96,1007,minute_maid,22992.46
1992-07-16,True,2.02,1007,minute_maid,32740.89
1992-07-23,True,2.07,1007,minute_maid,29437.4
1992-07-30,True,2.58,1007,minute_maid,52082.98
1992-08-06,True,2.28,1007,minute_maid,39667.52
1992-08-13,True,2.07,1007,minute_maid,29437.4
1992-08-20,True,2.02,1007,minute_maid,32740.89
1992-08-27,True,2.66,1007,minute_maid,45334.38000000001
1992-09-03,True,2.19,1007,minute_maid,39477.62
1992-09-10,True,2.65,1007,minute_maid,41434.075
1992-09-17,True,2.46,1007,minute_maid,27413.05000000001
1992-09-24,True,1.95,1007,minute_maid,26136.44
1992-10-01,True,2.07,1007,minute_maid,29437.4
