WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.24,1005,minute_maid,36976.5
1992-07-09,True,2.07,1005,minute_maid,29671.38
1992-07-16,True,2.0,1005,minute_maid,38600.45
1992-07-23,True,2.06,1005,minute_maid,36760.7
1992-07-30,True,2.18,1005,minute_maid,32419.2
1992-08-06,True,2.0,1005,minute_maid,29708.71
1992-08-13,True,2.49,1005,minute_maid,24433.85
1992-08-20,True,2.5,1005,minute_maid,24433.85
1992-08-27,True,2.24,1005,minute_maid,39725.4
1992-09-03,True,2.07,1005,minute_maid,25350.36
1992-09-10,True,2.14,1005,minute_maid,27457.5
1992-09-17,True,2.01,1005,minute_maid,27457.5
1992-09-24,True,2.29,1005,minute_maid,43282.07
1992-10-01,True,2.46,1005,minute_maid,38787.84
