WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.43,1013,dominicks,45822.51
1992-07-09,True,2.67,1013,dominicks,48495.21
1992-07-16,True,2.41,1013,dominicks,43419.8
1992-07-23,True,2.33,1013,dominicks,22596.34
1992-07-30,True,2.49,1013,dominicks,43419.8
1992-08-06,True,2.04,1013,dominicks,21844.32
1992-08-13,True,2.35,1013,dominicks,22596.34
1992-08-20,True,2.15,1013,dominicks,30310.7
1992-08-27,True,2.44,1013,dominicks,43419.8
1992-09-03,True,2.17,1013,dominicks,38578.65
1992-09-10,True,2.27,1013,dominicks,38578.65
1992-09-17,True,2.3,1013,dominicks,38578.65
1992-09-24,True,2.39,1013,dominicks,41723.85
1992-10-01,True,1.95,1013,dominicks,21404.05
