WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,1.99,1005,tropicana,20585.58
1992-07-09,True,2.13,1005,tropicana,20585.58
1992-07-16,True,2.68,1005,tropicana,36452.19
1992-07-23,True,2.22,1005,tropicana,38856.66
1992-07-30,True,2.42,1005,tropicana,40460.45
1992-08-06,True,2.29,1005,tropicana,40460.45
1992-08-13,True,2.39,1005,tropicana,26293.68
1992-08-20,True,2.14,1005,tropicana,32748.8
1992-08-27,True,2.32,1005,tropicana,43407.21
1992-09-03,True,2.6,1005,tropicana,47288.8
1992-09-10,True,2.22,1005,tropicana,34344.23
1992-09-17,True,2.44,1005,tropicana,30464.76
1992-09-24,True,2.35,1005,tropicana,27538.84
1992-10-01,True,2.22,1005,tropicana,34344.23
