WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,1.94,1022,dominicks,36270.24
1992-07-09,True,2.22,1022,dominicks,34959.68
1992-07-16,True,1.93,1022,dominicks,36270.24
1992-07-23,True,2.47,1022,dominicks,32655.1
1992-07-30,True,1.98,1022,dominicks,24010.36
1992-08-06,True,2.0,1022,dominicks,24010.36
1992-08-13,True,1.96,1022,dominicks,18556.75
1992-08-20,True,2.32,1022,dominicks,22258.08
1992-08-27,True,2.06,1022,dominicks,23620.1
1992-09-03,True,2.12,1022,dominicks,23702.69
1992-09-10,True,2.2,1022,dominicks,35282.03
1992-09-17,True,2.44,1022,dominicks,25468.8
1992-09-24,True,2.54,1022,dominicks,36978.99000000001
1992-10-01,True,2.41,1022,dominicks,25468.8
