WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.26,1032,minute_maid,40472.320000000014
1992-07-09,True,2.0,1032,minute_maid,36488.4
1992-07-16,True,2.29,1032,minute_maid,44244.57
1992-07-23,True,2.2,1032,minute_maid,37593.92000000001
1992-07-30,True,1.94,1032,minute_maid,20564.7
1992-08-06,True,2.67,1032,minute_maid,50138.88000000001
1992-08-13,True,2.46,1032,minute_maid,30244.755
1992-08-20,True,1.98,1032,minute_maid,20564.7
1992-08-27,True,2.19,1032,minute_maid,34162.78000000001
1992-09-03,True,2.43,1032,minute_maid,30244.755
1992-09-10,True,2.52,1032,minute_maid,30244.755
1992-09-17,True,2.31,1032,minute_maid,37606.8
1992-09-24,True,2.25,1032,minute_maid,30999.360000000004
1992-10-01,True,2.34,1032,minute_maid,21484.93
