WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.18,1025,tropicana,37670.4
1992-07-09,True,2.62,1025,tropicana,50805.36
1992-07-16,True,2.39,1025,tropicana,27174.30000000001
1992-07-23,True,2.21,1025,tropicana,30573.14
1992-07-30,True,2.17,1025,tropicana,37670.4
1992-08-06,True,2.65,1025,tropicana,37555.8
1992-08-13,True,2.06,1025,tropicana,25806.9
1992-08-20,True,2.1,1025,tropicana,27977.95
1992-08-27,True,1.96,1025,tropicana,27977.95
1992-09-03,True,2.39,1025,tropicana,27174.30000000001
1992-09-10,True,2.15,1025,tropicana,27765.54
1992-09-17,True,2.54,1025,tropicana,52589.64000000001
1992-09-24,True,2.33,1025,tropicana,36757.0
1992-10-01,True,2.55,1025,tropicana,49918.86
