WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,1.94,1020,tropicana,20034.0
1992-07-09,True,2.04,1020,tropicana,33242.22
1992-07-16,True,2.37,1020,tropicana,23636.34
1992-07-23,True,2.25,1020,tropicana,44208.0
1992-07-30,True,2.45,1020,tropicana,25251.9
1992-08-06,True,2.33,1020,tropicana,27134.13
1992-08-13,True,2.67,1020,tropicana,42126.42
1992-08-20,True,2.51,1020,tropicana,34969.560000000005
1992-08-27,True,1.93,1020,tropicana,23832.0
1992-09-03,True,2.15,1020,tropicana,28427.76
1992-09-10,True,2.09,1020,tropicana,23476.88
1992-09-17,True,1.93,1020,tropicana,18872.71
1992-09-24,True,2.07,1020,tropicana,27490.26
1992-10-01,True,2.16,1020,tropicana,37024.56000000001
