WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.67,1010,dominicks,35792.96
1992-07-09,True,2.38,1010,dominicks,31951.5
1992-07-16,True,2.0,1010,dominicks,32344.92
1992-07-23,True,1.93,1010,dominicks,27959.91
1992-07-30,True,1.91,1010,dominicks,36341.3
1992-08-06,True,2.55,1010,dominicks,23279.1
1992-08-13,True,2.2,1010,dominicks,19308.61
1992-08-20,True,2.24,1010,dominicks,19308.61
1992-08-27,True,1.97,1010,dominicks,19160.7
1992-09-03,True,2.67,1010,dominicks,24481.6
1992-09-10,True,2.61,1010,dominicks,47473.4
1992-09-17,True,2.5,1010,dominicks,46510.0
1992-09-24,True,1.94,1010,dominicks,19160.7
1992-10-01,True,2.34,1010,dominicks,39232.44
