WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.64,1010,minute_maid,32768.340000000004
1992-07-09,True,2.61,1010,minute_maid,29008.0
1992-07-16,True,1.94,1010,minute_maid,37613.55
1992-07-23,True,2.36,1010,minute_maid,30504.95
1992-07-30,True,2.38,1010,minute_maid,30504.95
1992-08-06,True,2.25,1010,minute_maid,21798.81
1992-08-13,True,2.53,1010,minute_maid,26661.22
1992-08-20,True,2.0,1010,minute_maid,37613.55
1992-08-27,True,2.27,1010,minute_maid,21016.6
1992-09-03,True,2.35,1010,minute_maid,35862.56
1992-09-10,True,2.35,1010,minute_maid,35862.56
1992-09-17,True,2.48,1010,minute_maid,34467.04
1992-09-24,True,2.26,1010,minute_maid,41342.86
1992-10-01,True,1.98,1010,minute_maid,20484.48
