WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.06,1025,dominicks,28754.37
1992-07-09,True,1.92,1025,dominicks,23792.64
1992-07-16,True,2.21,1025,dominicks,34370.60000000001
1992-07-23,True,2.15,1025,dominicks,23286.9
1992-07-30,True,2.42,1025,dominicks,22333.47
1992-08-06,True,2.47,1025,dominicks,22333.47
1992-08-13,True,2.09,1025,dominicks,35851.200000000004
1992-08-20,True,2.18,1025,dominicks,31695.020000000004
1992-08-27,True,2.39,1025,dominicks,34084.630000000005
1992-09-03,True,2.28,1025,dominicks,32218.11
1992-09-10,True,2.56,1025,dominicks,37777.5
1992-09-17,True,2.36,1025,dominicks,34084.630000000005
1992-09-24,True,2.23,1025,dominicks,24376.3
1992-10-01,True,2.13,1025,dominicks,28768.4
