WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.1,1026,dominicks,22007.7
1992-07-09,True,2.6,1026,dominicks,45534.06
1992-07-16,True,2.05,1026,dominicks,37479.64
1992-07-23,True,2.47,1026,dominicks,42951.6
1992-07-30,True,2.45,1026,dominicks,32852.05
1992-08-06,True,2.08,1026,dominicks,23107.41
1992-08-13,True,1.9,1026,dominicks,35976.76
1992-08-20,True,2.22,1026,dominicks,42417.54
1992-08-27,True,2.61,1026,dominicks,45534.06
1992-09-03,True,2.51,1026,dominicks,48182.5
1992-09-10,True,2.31,1026,dominicks,35459.1
1992-09-17,True,1.94,1026,dominicks,38148.16
1992-09-24,True,2.64,1026,dominicks,41067.84
1992-10-01,True,2.16,1026,dominicks,20174.4
