WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,1.97,1019,dominicks,32599.56
1992-07-09,True,2.26,1019,dominicks,37857.26
1992-07-16,True,2.24,1019,dominicks,37857.26
1992-07-23,True,2.64,1019,dominicks,47839.89
1992-07-30,True,2.03,1019,dominicks,24020.0
1992-08-06,True,2.49,1019,dominicks,29936.08
1992-08-13,True,2.08,1019,dominicks,35728.16
1992-08-20,True,2.66,1019,dominicks,45882.34
1992-08-27,True,1.99,1019,dominicks,20025.37
1992-09-03,True,1.91,1019,dominicks,18690.56
1992-09-10,True,2.53,1019,dominicks,48530.46
1992-09-17,True,2.52,1019,dominicks,38747.52
1992-09-24,True,2.49,1019,dominicks,29936.08
1992-10-01,True,2.21,1019,dominicks,25940.18
