WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,1.96,1020,minute_maid,32560.0
1992-07-09,True,2.02,1020,minute_maid,22188.33
1992-07-16,True,2.16,1020,minute_maid,25138.08
1992-07-23,True,2.44,1020,minute_maid,36947.71
1992-07-30,True,1.99,1020,minute_maid,32560.0
1992-08-06,True,2.6,1020,minute_maid,34334.55
1992-08-13,True,2.12,1020,minute_maid,19727.4
1992-08-20,True,2.47,1020,minute_maid,41122.6
1992-08-27,True,2.08,1020,minute_maid,39379.78
1992-09-03,True,2.41,1020,minute_maid,36947.71
1992-09-10,True,2.18,1020,minute_maid,30347.78
1992-09-17,True,2.26,1020,minute_maid,34593.75
1992-09-24,True,2.18,1020,minute_maid,30347.78
1992-10-01,True,1.96,1020,minute_maid,30565.41
