WeekStarting,Advert,Price,Store,Brand,predictions
1992-07-02,True,2.58,1006,tropicana,50484.9
1992-07-09,True,2.39,1006,tropicana,41382.6
1992-07-16,True,2.69,1006,tropicana,49092.5
1992-07-23,True,2.61,1006,tropicana,50600.06000000001
1992-07-30,True,2.48,1006,tropicana,23099.58
1992-08-06,True,2.17,1006,tropicana,29790.57
1992-08-13,True,2.43,1006,tropicana,23099.58
1992-08-20,True,2.6,1006,tropicana,50600.06000000001
1992-08-27,True,1.93,1006,tropicana,41023.08
1992-09-03,True,2.08,1006,tropicana,41023.08
1992-09-10,True,2.07,1006,tropicana,41023.08
1992-09-17,True,2.64,1006,tropicana,40619.52
1992-09-24,True,2.21,1006,tropicana,41845.45
1992-10-01,True,2.42,1006,tropicana,37588.2
